date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:37:15	48/48	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%225790bd97-30%22	https://www.bestessays.com/empowering_cowering.php	E:/Httrack/essays/essays/www.bestessays.com/empowering_cowering.1bd.delayed	(from https://www.bestessays.com/sitemap.php)
23:37:17	48/48	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%225790bd97-30%22	https://www.bestessays.com/cultural_studies.php	E:/Httrack/essays/essays/www.bestessays.com/cultural_studies.1be.delayed	(from https://www.bestessays.com/sitemap.php)
23:37:19	52394/52394	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jun%202019%2006:37:18%20GMT	https://www.bestessays.com/writing_mistakes.php	E:/Httrack/essays/essays/www.bestessays.com/writing_mistakes.html	(from https://www.bestessays.com/sitemap.php)
23:37:19	48/48	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%225790bd97-30%22	https://www.bestessays.com/grammatical_horrors_page2.php	E:/Httrack/essays/essays/www.bestessays.com/grammatical_horrors_page2.1c0.delayed	(from https://www.bestessays.com/sitemap.php)
23:38:04	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.207.delayed	(from https://www.bestessays.com/sitemap.php)
23:38:05	366/366	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:38:05%20GMT	http://cdn.sendpulse.com/28edd3380a1c17cf65b137fe96516659/js/push/de0efc067ef23b65cbd067e5c7524c5c_1.js	E:/Httrack/essays/essays/cdn.sendpulse.com/28edd3380a1c17cf65b137fe96516659/js/push/de0efc067ef23b65cbd067e5c7524c5c_1.208.delayed	(from https://www.bestessays.com/disclaimer.php)
23:38:06	3/3	---M--	200	added ('OK')	application/javascript	etag:%223-58a673ccd5d52%22	https://login.sendpulse.com/js/push/de0efc067ef23b65cbd067e5c7524c5c_1.js	E:/Httrack/essays/essays/login.sendpulse.com/js/push/de0efc067ef23b65cbd067e5c7524c5c_1.js	(from https://www.bestessays.com/disclaimer.php)
23:38:06	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.20a.delayed	(from https://www.bestessays.com/disclaimer.php)
23:38:06	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.20b.delayed	(from https://www.bestessays.com/privacy_policy.php)
23:38:10	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.212.delayed	(from https://www.bestessays.com/order/?promo=ok17&numpages=3&utm_source=regisration&utm_medium=email&utm_campaign=popup_button)
23:38:38	2404/2404	---M--	200	added ('OK')	image/gif	etag:%220ec176c60f9694702fa173667930b953%22	http://img2.bestessays.com/images/button_main_menu.gif	E:/Httrack/essays/essays/img2.bestessays.com/images/button_main_menu.gif	(from https://www.bestessays.com/build/order.57e2a2647ed54534e9f7.bundle.css)
23:38:38	2435/2435	---M--	200	added ('OK')	image/jpeg	etag:%228b2f645368bfb7277f7a7fc7bec0bfc2%22	http://img2.bestessays.com/images/vas-banner/buttons.jpg	E:/Httrack/essays/essays/img2.bestessays.com/images/vas-banner/buttons.jpg	(from https://www.bestessays.com/styles_v1560415138/styles_order.css)
23:38:49	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.24e.delayed	(from https://www.bestessays.com/affiliate.php/)
23:38:49	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.24f.delayed	(from https://www.bestessays.com/custompaperfaq.php)
23:39:01	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.262.delayed	(from https://www.bestessays.com/lab-report.php)
23:39:16	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.27b.delayed	(from https://www.bestessays.com/speech-presentation.php)
23:39:32	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.294.delayed	(from https://www.bestessays.com/article.php)
23:39:47	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.2ad.delayed	(from https://www.bestessays.com/article_critique.php)
23:40:02	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.2c6.delayed	(from https://www.bestessays.com/reaction_paper.php)
23:40:18	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.2df.delayed	(from https://www.bestessays.com/scholarship_essay.php)
23:40:33	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.2f8.delayed	(from https://www.bestessays.com/personal_statement.php)
23:40:50	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.314.delayed	(from https://www.bestessays.com/admission_editing.php)
23:41:02	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.327.delayed	(from https://www.bestessays.com/dissertation.php)
23:41:17	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.340.delayed	(from https://www.bestessays.com/dissertation-chapter.php)
23:41:28	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.353.delayed	(from https://www.bestessays.com/thesis-writing.php)
23:41:41	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.369.delayed	(from https://www.bestessays.com/thesis_proposal.php)
23:41:56	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.37f.delayed	(from https://www.bestessays.com/research-proposal.php)
23:42:02	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.389.delayed	(from https://www.bestessays.com/dissertation_editing.php)
23:42:19	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.3a5.delayed	(from https://www.bestessays.com/dissertation_proofreading.php)
23:42:38	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.3c4.delayed	(from https://www.bestessays.com/doc_editing.php)
23:42:55	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.3e0.delayed	(from https://www.bestessays.com/doc_proofreading.php)
23:43:11	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.3fc.delayed	(from https://www.bestessays.com/formatting.php)
23:43:25	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.412.delayed	(from https://www.bestessays.com/online_assignment.php)
23:43:26	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.413.delayed	(from https://www.bestessays.com/multimedia_project.php)
23:43:34	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.41e.delayed	(from https://www.bestessays.com/mind_map.php)
23:43:41	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.429.delayed	(from https://www.bestessays.com/simulation_report.php)
23:43:54	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.43f.delayed	(from https://www.bestessays.com/programming.php)
23:44:09	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.458.delayed	(from https://www.bestessays.com/powerpoint.php)
23:44:22	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.46e.delayed	(from https://www.bestessays.com/math_problem.php)
23:44:39	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.48a.delayed	(from https://www.bestessays.com/multiple-choice-questions.php)
23:44:52	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.49f.delayed	(from https://www.bestessays.com/statistics_project.php)
23:45:07	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4b8.delayed	(from https://www.bestessays.com/research-summary.php)
23:45:14	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4c3.delayed	(from https://www.bestessays.com/order/?doctype=1)
23:45:20	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4ce.delayed	(from https://www.bestessays.com/order/?doctype=146)
23:45:21	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4cf.delayed	(from https://www.bestessays.com/order/?doctype=15)
23:45:21	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4d0.delayed	(from https://www.bestessays.com/order/?doctype=172&wrlevel=2)
23:45:22	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4d1.delayed	(from https://www.bestessays.com/order/?doctype=40)
23:45:23	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4d3.delayed	(from https://www.bestessays.com/order/?doctype=159)
23:45:23	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4d4.delayed	(from https://www.bestessays.com/order/?doctype=152)
23:45:23	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4d5.delayed	(from https://www.bestessays.com/order/quote/)
23:45:24	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4d6.delayed	(from https://www.bestessays.com/edu_graduate.php)
23:45:29	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4df.delayed	(from https://www.bestessays.com/edu_business.php)
23:45:29	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4e0.delayed	(from https://www.bestessays.com/order/?doctype=0&urgency=11&wrlevel=1&curr=USD)
23:45:29	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4e1.delayed	(from https://www.bestessays.com/order/?doctype=0&urgency=7&wrlevel=27&curr=USD)
23:45:32	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4e5.delayed	(from https://www.bestessays.com/testimonials.php)
23:45:32	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4e6.delayed	(from https://www.bestessays.com/order/?doctype=13)
23:45:32	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4e7.delayed	(from https://www.bestessays.com/customer/login/?module=uploadform&block=revision)
23:45:33	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4e8.delayed	(from https://www.bestessays.com/order/?doctype=37&urgency=11&wrlevel=1&curr=USD)
23:45:34	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4e9.delayed	(from https://www.bestessays.com/order/?doctype=37&urgency=10&wrlevel=2&curr=USD)
23:45:35	8473/8473	---M--	200	added ('OK')	image/gif	etag:%2224ebe92da19ce42df98ec58c424e7acc%22	http://img1.bestessays.com/images/header_phones.gif	E:/Httrack/essays/essays/img1.bestessays.com/images/header_phones.gif	(from https://img1.bestessays.com/css/styles3.css)
23:45:36	12307/12307	---M--	200	added ('OK')	image/gif	etag:%22ad9c8a13231bb96adc5d60b99920261f%22	http://img1.bestessays.com/images/left_part_header.gif	E:/Httrack/essays/essays/img1.bestessays.com/images/left_part_header.gif	(from https://img1.bestessays.com/css/styles3.css)
23:45:37	87/87	---M--	200	added ('OK')	image/gif	etag:%22862d3c6b62f45c07e823424bf1366911%22	http://img1.bestessays.com/images/sm_li.gif	E:/Httrack/essays/essays/img1.bestessays.com/images/sm_li.gif	(from https://img1.bestessays.com/css/styles3.css)
23:45:38	4459/4459	---M--	200	added ('OK')	image/png	etag:%22d5f996b1e68cca55dc83854e5b4f6e87%22	http://img1.bestessays.com/images/hand_img.png	E:/Httrack/essays/essays/img1.bestessays.com/images/hand_img.png	(from https://img1.bestessays.com/css/styles3.css)
23:45:38	4230/4230	---M--	200	added ('OK')	image/png	etag:%22dc955d0ffcb717f486030138eca06e12%22	http://img1.bestessays.com/images/most_popular_img.png	E:/Httrack/essays/essays/img1.bestessays.com/images/most_popular_img.png	(from https://img1.bestessays.com/css/styles3.css)
23:45:39	263/263	---M--	200	added ('OK')	image/gif	etag:%2221dff3463eeb441881c6c4b0d1ee82f7%22	http://img1.bestessays.com/images/bkg_th.gif	E:/Httrack/essays/essays/img1.bestessays.com/images/bkg_th.gif	(from https://img1.bestessays.com/css/styles3.css)
23:45:40	134/134	---M--	200	added ('OK')	image/png	etag:%220159734bc367701d9360f05111aaf938%22	http://img1.bestessays.com/images/central_price_th.png	E:/Httrack/essays/essays/img1.bestessays.com/images/central_price_th.png	(from https://img1.bestessays.com/css/styles3.css)
23:45:41	1166/1166	---M--	200	added ('OK')	image/gif	etag:%22517c3fdc55b4b10b4ecf600cedd28bd9%22	http://img1.bestessays.com/images/purple_arr.gif	E:/Httrack/essays/essays/img1.bestessays.com/images/purple_arr.gif	(from https://img1.bestessays.com/css/styles3.css)
23:45:42	1166/1166	---M--	200	added ('OK')	image/gif	etag:%22ba6f4fcc0678b195b699d4f9aed82dbf%22	http://img1.bestessays.com/images/red_arr.gif	E:/Httrack/essays/essays/img1.bestessays.com/images/red_arr.gif	(from https://img1.bestessays.com/css/styles3.css)
23:45:43	16142/16142	---M--	200	added ('OK')	image/png	etag:%22aeec6c41d61994c9ff520cc92247c767%22	http://img1.bestessays.com/images/sample_paper.png	E:/Httrack/essays/essays/img1.bestessays.com/images/sample_paper.png	(from https://img1.bestessays.com/css/styles3.css)
23:45:44	1408/1408	---M--	200	added ('OK')	image/gif	etag:%227756318c00d515860a2d26ff6edd47d7%22	http://img1.bestessays.com/images/black_arr.gif	E:/Httrack/essays/essays/img1.bestessays.com/images/black_arr.gif	(from https://img1.bestessays.com/css/styles3.css)
23:45:44	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4f6.delayed	(from https://www.bestessays.com/essay_writer_1.php)
23:45:45	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4f7.delayed	(from https://www.bestessays.com/glossary/abstract.php)
23:45:45	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4f8.delayed	(from https://www.bestessays.com/glossary/article_critique.php)
23:45:45	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4f9.delayed	(from https://www.bestessays.com/glossary/assignments.php)
23:45:45	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4fa.delayed	(from https://www.bestessays.com/glossary/case_study.php)
23:45:46	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4fb.delayed	(from https://www.bestessays.com/glossary/cause_and_effect_essays.php)
23:45:46	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4fc.delayed	(from https://www.bestessays.com/glossary/coursework.php)
23:45:46	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4fd.delayed	(from https://www.bestessays.com/glossary/descriptive_essay.php)
23:45:46	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4fe.delayed	(from https://www.bestessays.com/glossary/editing.php)
23:45:47	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.4ff.delayed	(from https://www.bestessays.com/glossary/evaluation_essays.php)
23:45:47	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.500.delayed	(from https://www.bestessays.com/glossary/footnotes.php)
23:45:47	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.501.delayed	(from https://www.bestessays.com/glossary/improper_paraphrase.php)
23:45:47	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.502.delayed	(from https://www.bestessays.com/glossary/lab_report.php)
23:45:48	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.503.delayed	(from https://www.bestessays.com/glossary/margins.php)
23:45:48	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.504.delayed	(from https://www.bestessays.com/glossary/observation_essay.php)
23:45:48	120744/120744	---M--	200	added ('OK')	image/png	etag:%22e533f01acb95140e155bb8fa0b0ca63b%22	http://img1.bestessays.com/images/get_money_sprite.png	E:/Httrack/essays/essays/img1.bestessays.com/images/get_money_sprite.png	(from https://img1.bestessays.com/css/styles3.css)
23:45:48	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.505.delayed	(from https://www.bestessays.com/glossary/persuasive_essay.php)
23:45:48	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.506.delayed	(from https://www.bestessays.com/glossary/presentation.php)
23:45:49	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.507.delayed	(from https://www.bestessays.com/glossary/reaction_paper.php)
23:45:49	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.508.delayed	(from https://www.bestessays.com/glossary/response_essay.php)
23:45:49	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.509.delayed	(from https://www.bestessays.com/glossary/scholarship_essay.php)
23:45:49	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.50a.delayed	(from https://www.bestessays.com/glossary/vancouver.php)
23:45:49	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.50b.delayed	(from https://www.bestessays.com/reasons.php)
23:45:50	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.50d.delayed	(from https://www.bestessays.com/illustration-essay.php)
23:45:51	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.510.delayed	(from https://www.bestessays.com/term_paper_topics.php)
23:45:55	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.516.delayed	(from https://www.bestessays.com/personal_experience_essay.php)
23:45:55	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.517.delayed	(from https://www.bestessays.com/us-history.php)
23:45:57	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.51c.delayed	(from https://www.bestessays.com/topic_sentences.php)
23:45:58	0/-1	---M--	301	error ('')			https://www.bestessays.com/custom_writing.php	E:/Httrack/essays/essays/www.bestessays.com/custom_writing.51d.delayed	(from https://www.bestessays.com/writing_mistakes.php)
23:47:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:47:21%20GMT	https://www.bestessays.com/order.php?doctype=159&urgency=8&wrlevel=35&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order6ce6.php	(from https://www.bestessays.com/dissertation_editing.php)
23:47:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:47:21%20GMT	https://www.bestessays.com/order.php?doctype=159&urgency=9&wrlevel=35&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order9391.php	(from https://www.bestessays.com/dissertation_editing.php)
23:47:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:47:21%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=11&wrlevel=34&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order5d76.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:47:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:47:21%20GMT	https://www.bestessays.com/order.php?doctype=159&urgency=10&wrlevel=35&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/orderc788.php	(from https://www.bestessays.com/dissertation_editing.php)
23:48:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:47:42%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=11&wrlevel=35&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order22cd.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:47:43%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=11&wrlevel=36&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order1be0.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:47:43%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=1&wrlevel=35&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order24d4.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:47:43%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=1&wrlevel=34&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order108e.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:05%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=1&wrlevel=36&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order0f6f.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:05%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=4&wrlevel=34&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/orderbe68.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:05%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=4&wrlevel=35&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/ordere48e.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:05%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=4&wrlevel=36&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order6b61.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:27%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=5&wrlevel=34&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/orderc097.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:27%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=5&wrlevel=35&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/orderbcb9.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:27%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=6&wrlevel=34&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order675a.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:48:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:27%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=5&wrlevel=36&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/orderffba.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:49:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:48%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=6&wrlevel=35&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order5df5.php	(from https://www.bestessays.com/dissertation_proofreading.php)
23:49:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jun%202019%2006:48:49%20GMT	https://www.bestessays.com/order.php?doctype=174&urgency=6&wrlevel=36&curr=USD	E:/Httrack/essays/essays/www.bestessays.com/order428a.php	(from https://www.bestessays.com/dissertation_proofreading.php)
